Mietobjektschlüssel,Buchungskreis,Wirtschaftseinheit,Mieteinheit,Konditionsart,Miete pro Monat,Grundmiete
OS 6784/9924/3094,6784,9924,3094,60B3,7.04,
OS 6784/9924/3258,6784,9924,3258,2001,78.46,x
OS 6784/9924/3258,6784,9924,3258,7005,41.11,x
OS 6784/9924/3258,6784,9924,3258,8022,12.80,
OS 6784/9924/3258,6784,9924,3258,60B3,7.04,
OS 6784/9924/2970,6784,9924,2970,2001,220.42,x
OS 6784/9924/2970,6784,9924,2970,7005,41.11,x
OS 6784/9924/2970,6784,9924,2970,8022,1.09,
OS 6784/9924/2970,6784,9924,2970,60B3,7.04,
OS 6784/9924/2927,6784,9924,2927,2001,207.91,x
OS 6784/9924/2927,6784,9924,2927,7005,41.11,x
OS 6784/9924/2927,6784,9924,2927,8022,41.36,
OS 6784/9924/2927,6784,9924,2927,60B3,7.04,
OS 6784/9924/3081,6784,9924,3081,2001,19.92,x
OS 6784/9924/3081,6784,9924,3081,7005,41.11,x
OS 6784/9924/3081,6784,9924,3081,8022,1.09,
OS 6784/9924/3081,6784,9924,3081,60B3,7.04,
OS 6784/9924/3102,6784,9924,3102,2001,107.54,x
OS 6784/9924/3102,6784,9924,3102,7005,41.11,x
OS 6784/9924/3102,6784,9924,3102,8022,2.74,
OS 6784/9924/3102,6784,9924,3102,60B3,7.04,
OS 6784/9924/3075,6784,9924,3075,2001,92.59,x
OS 6784/9924/3075,6784,9924,3075,7005,41.11,x
OS 6784/9924/3075,6784,9924,3075,8022,19.09,
OS 6784/9924/3075,6784,9924,3075,60B3,7.04,
OS 6784/9924/3236,6784,9924,3236,2001,275.52,x
OS 6784/9924/3236,6784,9924,3236,7005,67.46,x
OS 6784/9924/3236,6784,9924,3236,8022,26.23,
OS 6784/9924/3236,6784,9924,3236,2001,230.63,x
OS 6784/9924/3236,6784,9924,3236,7005,23.73,x
OS 6784/9924/3236,6784,9924,3236,8022,41.36,
OS 6784/9924/3236,6784,9924,3236,30E5,-219.86,x
OS 6784/9924/2963,6784,9924,2963,2001,193.24,x
OS 6784/9924/2963,6784,9924,2963,7005,41.11,x
OS 6784/9924/2963,6784,9924,2963,8022,72.65,
OS 6784/9924/2963,6784,9924,2963,60B3,7.04,
OS 6784/9924/3181,6784,9924,3181,2001,256.63,x
OS 6784/9924/3181,6784,9924,3181,7005,41.11,x
OS 6784/9924/3181,6784,9924,3181,8022,77.42,
OS 6784/9924/3181,6784,9924,3181,60B3,7.04,
OS 6784/9924/3181,6784,9924,3181,30E5,-11.17,x
OS 6784/9924/3332,6784,9924,3332,2001,50.34,x
OS 6784/9924/3332,6784,9924,3332,7005,67.46,x
OS 6784/9924/3332,6784,9924,3332,8022,51.19,
OS 6784/9924/3332,6784,9924,3332,60B3,7.04,
OS 6784/9924/2970,6784,9924,2970,2001,140.78,x
OS 6784/9924/2970,6784,9924,2970,7005,67.46,x
OS 6784/9924/2970,6784,9924,2970,8022,51.19,
OS 6784/9924/2970,6784,9924,2970,60B3,11.22,
OS 6784/9924/2970,6784,9924,2970,30E5,-65.15,x
OS 6784/9924/3005,6784,9924,3005,2001,465.12,x
OS 6784/9924/3005,6784,9924,3005,3087,8.87,
OS 6784/9924/3005,6784,9924,3005,7005,84.49,x
OS 6784/9924/3005,6784,9924,3005,8022,14.38,
OS 6784/9924/3005,6784,9924,3005,30E5,-42.55,x
OS 6784/9924/3377,6784,9924,3377,2001,209.89,x
OS 6784/9924/3377,6784,9924,3377,7005,67.46,x
OS 6784/9924/3377,6784,9924,3377,8022,9.19,
OS 6784/9924/3377,6784,9924,3377,60B3,7.04,
OS 6784/9924/3131,6784,9924,3131,2001,179.74,x
OS 6784/9924/3131,6784,9924,3131,7005,67.46,x
OS 6784/9924/3131,6784,9924,3131,8022,72.09,
OS 6784/9924/3131,6784,9924,3131,60B3,7.04,
OS 6784/9924/3131,6784,9924,3131,30E5,-4.47,x
OS 6784/9924/3023,6784,9924,3023,2001,180.01,x
OS 6784/9924/3023,6784,9924,3023,7005,67.46,x
OS 6784/9924/3023,6784,9924,3023,8022,2.74,
OS 6784/9924/3023,6784,9924,3023,60B3,7.04,
OS 6784/9924/3023,6784,9924,3023,2001,127.72,x
OS 6784/9924/3023,6784,9924,3023,7005,22.64,x
OS 6784/9924/3023,6784,9924,3023,8022,72.09,
OS 6784/9924/3023,6784,9924,3023,20D6,-61.01,x
OS 6784/9924/3072,6784,9924,3072,2001,223.89,x
OS 6784/9924/3072,6784,9924,3072,7005,67.46,x
OS 6784/9924/3072,6784,9924,3072,8022,67.46,
OS 6784/9924/3072,6784,9924,3072,60B3,7.04,
OS 6784/9924/3313,6784,9924,3313,2001,199.82,x
OS 6784/9924/3313,6784,9924,3313,7005,67.46,x
OS 6784/9924/3313,6784,9924,3313,8022,55.04,
OS 6784/9924/3313,6784,9924,3313,60B3,7.04,
OS 6784/9924/3147,6784,9924,3147,2001,34.76,x
OS 6784/9924/3147,6784,9924,3147,7005,79.56,x
OS 6784/9924/3147,6784,9924,3147,8022,55.04,
OS 6784/9924/3147,6784,9924,3147,60B3,7.55,
OS 6784/9924/3279,6784,9924,3279,2001,45.24,x
OS 6784/9924/3279,6784,9924,3279,7005,79.56,x
OS 6784/9924/3279,6784,9924,3279,8022,48.95,
OS 6784/9924/3279,6784,9924,3279,60B3,7.55,
OS 6784/9924/3110,6784,9924,3110,2001,452.79,x
OS 6784/9924/3110,6784,9924,3110,3087,8.87,
OS 6784/9924/3110,6784,9924,3110,7005,21.20,x
OS 6784/9924/3110,6784,9924,3110,8022,1.09,
OS 6784/9924/3110,6784,9924,3110,30E5,-91.94,x
OS 6784/9924/3119,6784,9924,3119,2001,332.52,x
OS 6784/9924/3119,6784,9924,3119,7005,79.56,x
OS 6784/9924/3119,6784,9924,3119,8022,67.46,
OS 6784/9924/3119,6784,9924,3119,60B3,7.55,
OS 6784/9924/3213,6784,9924,3213,2001,11.58,x
OS 6784/9924/3213,6784,9924,3213,7005,79.56,x
OS 6784/9924/3213,6784,9924,3213,8022,2.74,
OS 6784/9924/3213,6784,9924,3213,60B3,7.55,
OS 6784/9924/3213,6784,9924,3213,20D6,-34.29,x
OS 6784/9924/3213,6784,9924,3213,70K9,14.03,
OS 6784/9924/3473,6784,9924,3473,2001,357.41,x
OS 6784/9924/3473,6784,9924,3473,7005,79.56,x
OS 6784/9924/3473,6784,9924,3473,8022,1.09,
OS 6784/9924/3473,6784,9924,3473,60B3,7.55,
OS 6784/9924/3107,6784,9924,3107,2001,54.03,x
OS 6784/9924/3107,6784,9924,3107,7005,79.56,x
OS 6784/9924/3107,6784,9924,3107,8022,72.95,
OS 6784/9924/3107,6784,9924,3107,60B3,7.55,
OS 6784/9924/3107,6784,9924,3107,30E5,-0.31,x
OS 6784/9924/3156,6784,9924,3156,2001,78.07,x
OS 6784/9924/3156,6784,9924,3156,7005,79.56,x
OS 6784/9924/3156,6784,9924,3156,8022,78.40,
OS 6784/9924/3156,6784,9924,3156,60B3,7.55,
OS 6784/9924/3156,6784,9924,3156,20D6,-0.10,x
OS 6784/9924/3156,6784,9924,3156,70K9,72.09,
OS 6784/9924/3311,6784,9924,3311,2001,85.78,x
OS 6784/9924/3311,6784,9924,3311,7005,67.46,x
OS 6784/9924/3311,6784,9924,3311,8022,55.04,
OS 6784/9924/3311,6784,9924,3311,60B3,7.55,
OS 6784/9924/3311,6784,9924,3311,2001,140.91,x
OS 6784/9924/3311,6784,9924,3311,7005,67.46,x
OS 6784/9924/3311,6784,9924,3311,8022,14.38,
OS 6784/9924/3311,6784,9924,3311,60B3,7.55,
OS 6784/9924/3421,6784,9924,3421,2001,144.94,x
OS 6784/9924/3421,6784,9924,3421,3087,8.87,
OS 6784/9924/3421,6784,9924,3421,7005,67.46,x
OS 6784/9924/3421,6784,9924,3421,8022,2.74,
OS 6784/9924/3421,6784,9924,3421,60B3,2.88,
OS 6784/9924/3421,6784,9924,3421,2001,128.79,x
OS 6784/9924/3421,6784,9924,3421,7005,22.64,x
OS 6784/9924/3421,6784,9924,3421,8022,72.09,
OS 6784/9924/3421,6784,9924,3421,20D6,-6.78,x
OS 6784/9924/3466,6784,9924,3466,2001,261.86,x
OS 6784/9924/3466,6784,9924,3466,7005,67.46,x
OS 6784/9924/3466,6784,9924,3466,8022,14.03,
OS 6784/9924/3466,6784,9924,3466,60B3,7.55,
OS 6784/9924/3220,6784,9924,3220,2001,105.09,x
OS 6784/9924/3220,6784,9924,3220,7005,67.46,x
OS 6784/9924/3220,6784,9924,3220,8022,41.36,
OS 6784/9924/3220,6784,9924,3220,60B3,7.55,
OS 6784/9924/3335,6784,9924,3335,2001,56.75,x
OS 6784/9924/3335,6784,9924,3335,7005,67.46,x
OS 6784/9924/3335,6784,9924,3335,8022,2.74,
OS 6784/9924/3335,6784,9924,3335,60B3,7.55,
OS 6784/9924/3335,6784,9924,3335,2001,166.31,x
OS 6784/9924/3335,6784,9924,3335,7005,22.64,x
OS 6784/9924/3335,6784,9924,3335,8022,72.09,
OS 6784/9924/3335,6784,9924,3335,20D6,-39.82,x
OS 6784/9924/3332,6784,9924,3332,2001,108.01,x
OS 6784/9924/3332,6784,9924,3332,7005,67.46,x
OS 6784/9924/3332,6784,9924,3332,8022,77.42,
OS 6784/9924/3332,6784,9924,3332,60B3,7.55,
OS 6784/9924/3316,6784,9924,3316,2001,251.13,x
OS 6784/9924/3316,6784,9924,3316,7005,67.46,x
OS 6784/9924/3316,6784,9924,3316,8022,52.01,
OS 6784/9924/3316,6784,9924,3316,60B3,7.55,
OS 6784/9924/3438,6784,9924,3438,2001,279.40,x
OS 6784/9924/3438,6784,9924,3438,7005,67.46,x
OS 6784/9924/3438,6784,9924,3438,8022,77.42,
OS 6784/9924/3438,6784,9924,3438,60B3,7.55,
OS 6784/9924/3438,6784,9924,3438,30E5,-40.72,x
OS 6784/9924/3438,6784,9924,3438,70K9,88.06,
OS 6784/9924/3549,6784,9924,3549,2001,260.33,x
OS 6784/9924/3549,6784,9924,3549,7005,67.46,x
OS 6784/9924/3549,6784,9924,3549,8022,55.04,
OS 6784/9924/3549,6784,9924,3549,60B3,7.55,
OS 6784/9924/3533,6784,9924,3533,2001,182.40,x
OS 6784/9924/3533,6784,9924,3533,7005,67.46,x
OS 6784/9924/3533,6784,9924,3533,8022,14.03,
OS 6784/9924/3519,6784,9924,3519,2001,332.26,x
OS 6784/9924/3519,6784,9924,3519,7005,67.46,x
OS 6784/9924/3519,6784,9924,3519,8022,2.74,
OS 6784/9924/3519,6784,9924,3519,60B3,7.55,
OS 6784/9924/3519,6784,9924,3519,2001,320.85,x
OS 6784/9924/3519,6784,9924,3519,7005,67.46,x
OS 6784/9924/3519,6784,9924,3519,8022,48.95,
OS 6784/9924/3519,6784,9924,3519,20D6,-57.99,x
OS 6784/9924/3429,6784,9924,3429,2001,242.99,x
OS 6784/9924/3429,6784,9924,3429,7005,67.46,x
OS 6784/9924/3429,6784,9924,3429,8022,18.92,
OS 6784/9924/3429,6784,9924,3429,60B3,7.55,
OS 6784/9924/3542,6784,9924,3542,2001,62.49,x
OS 6784/9924/3542,6784,9924,3542,7005,67.46,x
OS 6784/9924/3542,6784,9924,3542,8022,55.04,
OS 6784/9924/3542,6784,9924,3542,60B3,7.55,
OS 6784/9924/3264,6784,9924,3264,2001,292.62,x
OS 6784/9924/3264,6784,9924,3264,7005,67.46,x
OS 6784/9924/3264,6784,9924,3264,8022,35.15,
OS 6784/9924/3264,6784,9924,3264,60B3,7.55,
OS 6784/9924/3264,6784,9924,3264,30E5,-28.47,x
OS 6784/9924/3559,6784,9924,3559,2001,303.81,x
OS 6784/9924/3559,6784,9924,3559,7005,67.46,x
OS 6784/9924/3559,6784,9924,3559,8022,79.56,
OS 6784/9924/3559,6784,9924,3559,60B3,7.55,
OS 6784/9924/3559,6784,9924,3559,30E5,-36.45,x
OS 6784/9924/3559,6784,9924,3559,70K9,35.15,
OS 6784/9924/3641,6784,9924,3641,2001,258.81,x
OS 6784/9924/3641,6784,9924,3641,7005,35.41,x
OS 6784/9924/3641,6784,9924,3641,8022,14.03,
OS 6784/9924/3641,6784,9924,3641,60B3,7.55,
OS 6784/9924/3628,6784,9924,3628,2001,2.27,x
OS 6784/9924/3628,6784,9924,3628,7005,35.41,x
OS 6784/9924/3628,6784,9924,3628,8022,2.74,
OS 6784/9924/3628,6784,9924,3628,60B3,7.55,
OS 6784/9924/3401,6784,9924,3401,2001,35.17,x
OS 6784/9924/3401,6784,9924,3401,7005,35.41,x
OS 6784/9924/3401,6784,9924,3401,8022,14.38,
OS 6784/9924/3401,6784,9924,3401,60B3,7.55,
OS 6784/9924/3654,6784,9924,3654,2001,126.59,x
OS 6784/9924/3654,6784,9924,3654,7005,35.41,x
OS 6784/9924/3654,6784,9924,3654,8022,2.74,
OS 6784/9924/3654,6784,9924,3654,60B3,7.55,
OS 6784/9924/3698,6784,9924,3698,2001,258.81,x
OS 6784/9924/3698,6784,9924,3698,7005,35.41,x
OS 6784/9924/3698,6784,9924,3698,8022,14.03,
OS 6784/9924/3698,6784,9924,3698,60B3,7.55,
OS 6784/9924/3496,6784,9924,3496,2001,136.40,x
OS 6784/9924/3496,6784,9924,3496,3087,8.87,
OS 6784/9924/3496,6784,9924,3496,7005,35.41,x
OS 6784/9924/3496,6784,9924,3496,8022,48.95,
OS 6784/9924/3496,6784,9924,3496,60B3,7.55,
OS 6784/9924/3496,6784,9924,3496,30E5,-13.58,x
OS 6784/9924/3543,6784,9924,3543,2001,245.90,x
OS 6784/9924/3543,6784,9924,3543,7005,35.41,x
OS 6784/9924/3543,6784,9924,3543,8022,48.95,
OS 6784/9924/3543,6784,9924,3543,60B3,7.55,
OS 6784/9924/3543,6784,9924,3543,30E5,-27.24,x
OS 6784/9924/3367,6784,9924,3367,2001,185.64,x
OS 6784/9924/3367,6784,9924,3367,7005,35.41,x
OS 6784/9924/3367,6784,9924,3367,8022,84.49,
OS 6784/9924/3367,6784,9924,3367,60B3,7.55,
OS 6784/9924/3715,6784,9924,3715,2001,64.24,x
OS 6784/9924/3715,6784,9924,3715,7005,35.41,x
OS 6784/9924/3715,6784,9924,3715,8022,48.95,
OS 6784/9924/3715,6784,9924,3715,60B3,7.55,
OS 6784/9924/3715,6784,9924,3715,2001,489.53,x
OS 6784/9924/3715,6784,9924,3715,7005,45.91,x
OS 6784/9924/3715,6784,9924,3715,8022,33.90,
OS 6784/9924/3704,6784,9924,3704,2001,32.16,x
OS 6784/9924/3704,6784,9924,3704,7005,35.41,x
OS 6784/9924/3704,6784,9924,3704,8022,1.09,
OS 6784/9924/3704,6784,9924,3704,60B3,7.55,
OS 6784/9924/3704,6784,9924,3704,30E5,-2.16,x
OS 6784/9924/3769,6784,9924,3769,2001,57.59,x
OS 6784/9924/3769,6784,9924,3769,7005,35.41,x
OS 6784/9924/3769,6784,9924,3769,8022,2.74,
OS 6784/9924/3769,6784,9924,3769,60B3,7.55,
OS 6784/9924/3632,6784,9924,3632,2001,159.64,x
OS 6784/9924/3632,6784,9924,3632,7005,35.41,x
OS 6784/9924/3632,6784,9924,3632,8022,2.74,
OS 6784/9924/3632,6784,9924,3632,60B3,7.55,
OS 6784/9924/3567,6784,9924,3567,2001,140.78,x
OS 6784/9924/3567,6784,9924,3567,3087,8.87,
OS 6784/9924/3567,6784,9924,3567,7005,35.41,x
OS 6784/9924/3567,6784,9924,3567,8022,14.38,
OS 6784/9924/3567,6784,9924,3567,2001,329.85,x
OS 6784/9924/3567,6784,9924,3567,7005,31.22,x
OS 6784/9924/3567,6784,9924,3567,8022,14.03,
OS 6784/9924/3567,6784,9924,3567,30E5,-1.80,x
OS 6784/9924/3590,6784,9924,3590,2001,250.37,x
OS 6784/9924/3590,6784,9924,3590,3087,8.87,
OS 6784/9924/3590,6784,9924,3590,7005,35.41,x
OS 6784/9924/3590,6784,9924,3590,8022,55.04,
OS 6784/9924/3590,6784,9924,3590,60B3,8.87,
OS 6784/9924/3590,6784,9924,3590,30E5,-77.46,x
OS 6784/9924/3622,6784,9924,3622,2001,217.36,x
OS 6784/9924/3622,6784,9924,3622,7005,35.41,x
OS 6784/9924/3622,6784,9924,3622,8022,48.95,
OS 6784/9924/3622,6784,9924,3622,60B3,7.55,
OS 6784/9924/3657,6784,9924,3657,2001,24.58,x
OS 6784/9924/3657,6784,9924,3657,7005,72.65,x
OS 6784/9924/3657,6784,9924,3657,8022,48.52,
OS 6784/9924/3657,6784,9924,3657,2001,99.41,x
OS 6784/9924/3657,6784,9924,3657,3087,8.87,
OS 6784/9924/3657,6784,9924,3657,7005,35.41,x
OS 6784/9924/3657,6784,9924,3657,8022,72.09,
OS 6784/9924/3657,6784,9924,3657,60B3,11.22,
OS 6784/9924/3657,6784,9924,3657,30E5,-67.94,x
OS 2791/9852/1033,2791,9852,1033,2001,230.17,x
OS 2791/9852/1033,2791,9852,1033,7005,135.06,x
OS 2791/9852/1033,2791,9852,1033,8022,55.04,
OS 2791/9852/1033,2791,9852,1033,20D6,-95.27,x
OS 2791/9852/1033,2791,9852,1033,30E5,-22.52,x
OS 2791/9852/1033,2791,9852,1033,70K9,14.03,
OS 2791/9852/1223,2791,9852,1223,2001,269.71,x
OS 2791/9852/1223,2791,9852,1223,7005,135.06,x
OS 2791/9852/1223,2791,9852,1223,8022,35.15,
OS 2791/9852/1281,2791,9852,1281,2001,102.70,x
OS 2791/9852/1281,2791,9852,1281,7005,67.40,x
OS 2791/9852/1281,2791,9852,1281,8022,47.15,
OS 2791/9852/1281,2791,9852,1281,2001,"1,144.92",x
OS 2791/9852/1281,2791,9852,1281,7005,28.05,x
OS 2791/9852/1281,2791,9852,1281,8022,35.15,
OS 2791/9852/1281,2791,9852,1281,2001,393.83,x
OS 2791/9852/1281,2791,9852,1281,7005,9.84,x
OS 2791/9852/1281,2791,9852,1281,8022,45.99,
OS 2791/9852/1281,2791,9852,1281,30E5,-377.68,x
OS 2791/9852/1286,2791,9852,1286,2001,178.76,x
OS 2791/9852/1286,2791,9852,1286,3087,8.87,
OS 2791/9852/1286,2791,9852,1286,7005,28.05,x
OS 2791/9852/1286,2791,9852,1286,8022,1.09,
OS 2791/9852/1286,2791,9852,1286,20D6,-29.06,x
OS 2791/9852/1286,2791,9852,1286,30E5,-101.92,x
OS 2791/9852/1398,2791,9852,1398,2001,30.15,x
OS 2791/9852/1398,2791,9852,1398,7005,135.06,x
OS 2791/9852/1398,2791,9852,1398,8022,2.74,
OS 2791/9852/1398,2791,9852,1398,20D6,-111.30,x
OS 2791/9852/1346,2791,9852,1346,2001,437.59,x
OS 2791/9852/1346,2791,9852,1346,7005,135.06,x
OS 2791/9852/1346,2791,9852,1346,8022,19.09,
OS 2791/9852/1346,2791,9852,1346,2001,782.36,x
OS 2791/9852/1346,2791,9852,1346,7005,135.06,x
OS 2791/9852/1346,2791,9852,1346,8022,51.19,
OS 2791/9852/1346,2791,9852,1346,30E5,-180.11,x
OS 2791/9852/1195,2791,9852,1195,2001,178.76,x
OS 2791/9852/1195,2791,9852,1195,3087,8.87,
OS 2791/9852/1195,2791,9852,1195,7005,28.05,x
OS 2791/9852/1195,2791,9852,1195,8022,14.38,
OS 2791/9852/1195,2791,9852,1195,20D6,-29.06,x
OS 2791/9852/1195,2791,9852,1195,30E5,-179.65,x
OS 2791/9852/1292,2791,9852,1292,2001,647.87,x
OS 2791/9852/1292,2791,9852,1292,7005,135.06,x
OS 2791/9852/1292,2791,9852,1292,8022,2.74,
OS 2791/9852/1292,2791,9852,1292,70C0,12.80,
OS 2791/9852/1292,2791,9852,1292,30E5,-33.14,x
OS 2791/9852/1177,2791,9852,1177,2001,497.23,x
OS 2791/9852/1177,2791,9852,1177,7005,167.39,x
OS 2791/9852/1177,2791,9852,1177,8022,22.64,
OS 2791/9852/1177,2791,9852,1177,20X9,-101.76,
OS 2791/9852/1376,2791,9852,1376,2001,233.87,x
OS 2791/9852/1376,2791,9852,1376,7005,167.39,x
OS 2791/9852/1376,2791,9852,1376,8022,35.15,
OS 2791/9852/1376,2791,9852,1376,30E5,-19.72,x
OS 2791/9852/9263,2791,9852,9263,6045,35.15,
OS 2791/9852/9096,2791,9852,9096,2034,14.03,
OS 2791/9852/9096,2791,9852,9096,2034,14.03,
OS 2791/9852/9096,2791,9852,9096,2034,14.03,
OS 2791/9852/9251,2791,9852,9251,6045,14.03,
OS 2791/9852/9332,2791,9852,9332,6045,14.03,
OS 2791/9852/9158,2791,9852,9158,6045,14.03,
OS 2791/9852/9410,2791,9852,9410,6045,14.03,
OS 2791/9852/9364,2791,9852,9364,2034,14.03,
OS 2791/9852/9364,2791,9852,9364,2034,14.03,
OS 2791/9852/9364,2791,9852,9364,2034,14.03,
OS 2791/9852/9287,2791,9852,9287,2034,14.03,
OS 2791/9852/9287,2791,9852,9287,2034,14.03,
OS 2791/9852/9287,2791,9852,9287,2034,14.03,
OS 2791/9852/9298,2791,9852,9298,6045,35.15,
OS 2791/9852/9298,2791,9852,9298,2034,35.15,
OS 2791/9852/9376,2791,9852,9376,6045,35.15,
OS 2791/9852/9350,2791,9852,9350,2034,55.04,
OS 2791/9852/9350,2791,9852,9350,2034,35.15,
OS 2791/9852/9159,2791,9852,9159,6045,14.03,
OS 2791/9852/9470,2791,9852,9470,6045,14.03,
OS 2791/9852/9256,2791,9852,9256,6045,35.15,
OS 2791/9852/9180,2791,9852,9180,6045,14.03,
OS 2791/9852/9529,2791,9852,9529,6045,14.03,
OS 2791/9852/9449,2791,9852,9449,2034,14.03,
OS 2791/9852/9449,2791,9852,9449,2034,35.15,
OS 2791/9852/9449,2791,9852,9449,2034,35.15,
OS 2791/9852/9449,2791,9852,9449,2034,35.15,
OS 2791/9852/9237,2791,9852,9237,6045,14.03,
OS 2791/9852/9237,2791,9852,9237,2034,35.15,
OS 2791/9852/9237,2791,9852,9237,2034,35.15,
OS 2791/9852/9237,2791,9852,9237,2034,35.15,
OS 2791/9852/9195,2791,9852,9195,6045,14.38,
OS 2791/9852/1223,2791,9852,1223,2001,21.36,x
OS 2791/9852/1223,2791,9852,1223,7005,68.36,x
OS 2791/9852/1223,2791,9852,1223,8022,51.19,
OS 2791/9852/1401,2791,9852,1401,2001,837.44,x
OS 2791/9852/1401,2791,9852,1401,7005,144.48,x
OS 2791/9852/1401,2791,9852,1401,8022,41.11,
OS 2791/9852/1176,2791,9852,1176,2001,77.31,x
OS 2791/9852/1176,2791,9852,1176,7005,135.06,x
OS 2791/9852/1176,2791,9852,1176,8022,2.74,
OS 2791/9852/1176,2791,9852,1176,30E5,-34.47,x
OS 2791/9852/1326,2791,9852,1326,2001,837.44,x
OS 2791/9852/1326,2791,9852,1326,7005,144.48,x
OS 2791/9852/1326,2791,9852,1326,8022,48.95,
OS 2791/9852/1512,2791,9852,1512,2001,364.88,x
OS 2791/9852/1512,2791,9852,1512,7005,135.06,x
OS 2791/9852/1512,2791,9852,1512,8022,9.19,
OS 2791/9852/1512,2791,9852,1512,20D6,-4.24,x
OS 2791/9852/1256,2791,9852,1256,2001,315.24,x
OS 2791/9852/1256,2791,9852,1256,7005,144.48,x
OS 2791/9852/1256,2791,9852,1256,8022,41.36,
OS 2791/9852/1256,2791,9852,1256,20D6,-56.99,x
OS 2791/9852/1256,2791,9852,1256,30E5,-4.87,x
OS 2791/9852/1386,2791,9852,1386,2001,930.89,x
OS 2791/9852/1386,2791,9852,1386,2001,930.89,x
OS 2791/9852/1386,2791,9852,1386,3087,8.87,
OS 2791/9852/1386,2791,9852,1386,3087,8.87,
OS 2791/9852/1386,2791,9852,1386,7005,176.26,x
OS 2791/9852/1386,2791,9852,1386,7005,176.26,x
OS 2791/9852/1386,2791,9852,1386,8022,2.74,
OS 2791/9852/1386,2791,9852,1386,8022,2.74,
OS 2791/9852/1386,2791,9852,1386,30E5,-108.14,x
OS 2791/9852/1517,2791,9852,1517,2001,315.24,x
OS 2791/9852/1517,2791,9852,1517,7005,144.48,x
OS 2791/9852/1517,2791,9852,1517,8022,51.19,
OS 2791/9852/1517,2791,9852,1517,20D6,-56.99,x
OS 2791/9852/1517,2791,9852,1517,30E5,-4.87,x
OS 2791/9852/1484,2791,9852,1484,2001,758.83,x
OS 2791/9852/1484,2791,9852,1484,7005,135.06,x
OS 2791/9852/1484,2791,9852,1484,8022,79.94,
OS 2791/9852/1484,2791,9852,1484,30E5,-21.42,x
OS 2791/9852/1357,2791,9852,1357,2001,271.32,x
OS 2791/9852/1357,2791,9852,1357,7005,144.48,x
OS 2791/9852/1357,2791,9852,1357,8022,78.40,
OS 2791/9852/1357,2791,9852,1357,30E5,-3.59,x
OS 2791/9852/1489,2791,9852,1489,2001,90.24,x
OS 2791/9852/1489,2791,9852,1489,7005,79.94,x
OS 2791/9852/1489,2791,9852,1489,8022,2.74,
OS 2791/9852/1489,2791,9852,1489,30E5,-4.35,x
OS 2791/9852/1235,2791,9852,1235,2001,171.63,x
OS 2791/9852/1235,2791,9852,1235,7005,56.17,x
OS 2791/9852/1235,2791,9852,1235,8022,1.09,
OS 2791/9852/1340,2791,9852,1340,2001,247.72,x
OS 2791/9852/1340,2791,9852,1340,7005,79.94,x
OS 2791/9852/1340,2791,9852,1340,8022,41.36,
OS 2791/9852/1380,2791,9852,1380,2001,180.79,x
OS 2791/9852/1380,2791,9852,1380,7005,192.81,x
OS 2791/9852/1380,2791,9852,1380,8022,41.36,
OS 2791/9852/1380,2791,9852,1380,20D6,-24.33,x
OS 2791/9852/1499,2791,9852,1499,2001,314.72,x
OS 2791/9852/1499,2791,9852,1499,7005,90.75,x
OS 2791/9852/1499,2791,9852,1499,8022,23.11,
OS 2791/9852/1499,2791,9852,1499,2001,452.02,x
OS 2791/9852/1499,2791,9852,1499,7005,84.49,x
OS 2791/9852/1499,2791,9852,1499,8022,9.19,
OS 2791/9852/1499,2791,9852,1499,30E5,-100.73,x
OS 2791/9852/1454,2791,9852,1454,2001,436.15,x
OS 2791/9852/1454,2791,9852,1454,7005,79.94,x
OS 2791/9852/1454,2791,9852,1454,8022,2.74,
OS 2791/9852/1454,2791,9852,1454,20D6,-32.45,x
OS 2791/9852/1284,2791,9852,1284,2001,383.81,x
OS 2791/9852/1284,2791,9852,1284,7005,58.01,x
OS 2791/9852/1284,2791,9852,1284,8022,12.04,
OS 2791/9852/1306,2791,9852,1306,2001,92.11,x
OS 2791/9852/1306,2791,9852,1306,7005,56.17,x
OS 2791/9852/1306,2791,9852,1306,8022,48.95,
OS 2791/9852/1306,2791,9852,1306,2001,30.02,x
OS 2791/9852/1306,2791,9852,1306,7005,84.49,x
OS 2791/9852/1306,2791,9852,1306,8022,8.87,
OS 2791/9852/1656,2791,9852,1656,2001,503.40,x
OS 2791/9852/1656,2791,9852,1656,7005,80.16,x
OS 2791/9852/1656,2791,9852,1656,8022,48.95,
OS 2791/9852/1398,2791,9852,1398,2001,350.57,x
OS 2791/9852/1398,2791,9852,1398,7005,167.39,x
OS 2791/9852/1398,2791,9852,1398,8022,67.94,
OS 2791/9852/1398,2791,9852,1398,2001,508.41,x
OS 2791/9852/1398,2791,9852,1398,3087,8.87,
OS 2791/9852/1398,2791,9852,1398,7005,58.01,x
OS 2791/9852/1398,2791,9852,1398,8022,1.09,
OS 2791/9852/1398,2791,9852,1398,2001,137.89,x
OS 2791/9852/1398,2791,9852,1398,3087,8.87,
OS 2791/9852/1398,2791,9852,1398,7005,192.81,x
OS 2791/9852/1398,2791,9852,1398,8022,77.42,
OS 2791/9852/1398,2791,9852,1398,30E5,-409.77,x
OS 2791/9852/1662,2791,9852,1662,2001,341.97,x
OS 2791/9852/1662,2791,9852,1662,7005,84.49,x
OS 2791/9852/1662,2791,9852,1662,8022,14.03,
OS 2791/9852/1662,2791,9852,1662,30E5,-14.35,x
